location,product_id,sales_units,product_name,adj_qty,start_qty,end_qty,expected_qty,shrinkage_qty
Motel 6 Carlsbad,PC10962,0.0,Jack Links Teriyaki Beef Jerky 70 Cal,0.0,7.0,1.0,7.0,6.0
Quality Inn & Suites Camarillo-Oxnard,PC11063,0.0,Smartfood White Cheddar Popcorn,0.0,6.0,0.0,6.0,6.0
Altura HOC 1st Floor Market,PC16246,4.0,Coke Diet 12oz,0.0,18.0,8.0,14.0,6.0
Courtyard Chino Hills,PC10765,0.0,String Cheese Frigo,0.0,8.0,2.0,8.0,6.0
HIE - Rancho Cucamonga Market,PC10850,0.0,Advil,0.0,6.0,0.0,6.0,6.0
Surestay Twentynine Palms Market,PC10984,0.0,M&M Peanut,0.0,11.0,5.0,11.0,6.0
Best Western Oceanside Inn,AVR16058,0.0,Nature's Bakery Fig Bar Strawberry,0.0,12.0,6.0,12.0,6.0
Best Western Oceanside Inn,PC10899,0.0,Cliff Bar Chocolate Chip,0.0,11.0,5.0,11.0,6.0
MainStay Suites Moreno Valley,PC10806,0.0,Minute Maid Lemonade 20oz,0.0,21.0,15.0,21.0,6.0
Motel 6 Carlsbad,AVR14634,0.0,Sour Patch Kids Watermelon,0.0,24.0,18.0,24.0,6.0
Motel 6 Carson,PC00887,6.0,Sprite 20oz,0.0,31.0,19.0,25.0,6.0
Holiday Inn Diamond Bar-Pomona,AVR18525,1.0,Core Power High Protein Shake Vanilla 14oz,0.0,13.0,6.0,12.0,6.0
Ramada by Wyndham Barstow,PC21853,0.0,Nestle Tollhouse Chocolate Chip Cookie Sandwich,0.0,33.0,27.0,33.0,6.0
HIE - Rancho Cucamonga Market,PC11073,0.0,Stouffers Mac and Cheese,0.0,6.0,0.0,6.0,6.0
Behr Main Den 1st Market,PC16526,0.0,Nemos Chocolate Square Cake,0.0,6.0,0.0,6.0,6.0
Comfort Inn - Huntington Beach,PC10790,0.0,Coke Zero 20oz,0.0,13.0,7.0,13.0,6.0
Fairfield by Marriott Anaheim North-Buena Park,AVR23097,16.0,Twix Ice Cream Bar 3oz,0.0,30.0,8.0,14.0,6.0
Ultraserv Lounge Market,AVR26220,0.0,FR SLB Multigrain Turkey & Bacon Club,0.0,6.0,0.0,6.0,6.0
HIE - Rancho Cucamonga Market,PC11088,0.0,Trident Spearmint,0.0,6.0,0.0,6.0,6.0
Best Western Norwalk Inn,PC10726,21.0,Smart Water 1L,0.0,104.0,77.0,83.0,6.0
Best Western Norwalk Inn,PC00887,2.0,Sprite 20oz,0.0,12.0,4.0,10.0,6.0
FFI - Moorpark Market,AVR09658,0.0,Mountain Diet Dew 20oz,0.0,10.0,4.0,10.0,6.0
Behr Main Den 1st Market,AVR26212,4.0,FR ESL Buffalo Chicken Pinwheels 10.05oz,0.0,10.0,0.0,6.0,6.0
Executive Residency by Best Western Victorville,AVR19517,0.0,Anker Power Port 32W Wall Charger,0.0,6.0,0.0,6.0,6.0
Long Beach Convention Center Promenade,AVR21365,0.0,Pepsi 16oz Can,0.0,117.0,111.0,117.0,6.0
Best Western Plus Heritage Inn Rancho Cucamonga,PC10891,2.0,Cheetos Flamin Hot,0.0,10.0,2.0,8.0,6.0
HIE - Rancho Cucamonga Market,PC11038,0.0,Pringles Original,0.0,6.0,0.0,6.0,6.0
Best Western Plus LAX Market,PC11061,0.0,Skittles Fruit,0.0,6.0,0.0,6.0,6.0
Best Western Plus LAX Market,PC11101,0.0,Welchs Mixed Fruit Snack 2.25oz,0.0,6.0,0.0,6.0,6.0
Comfort Inn - Gaslamp Convention Center,PC10806,2.0,Minute Maid Lemonade 20oz,0.0,14.0,6.0,12.0,6.0
Ramada National City Market,PC11022,1.0,OREO Mini Bite Size,0.0,11.0,4.0,10.0,6.0
Best Western Oceanside Inn,AVR19413,0.0,Wonderful Pistachios 100Cal Sweet Chili 1.25oz,0.0,12.0,6.0,12.0,6.0
HIE - Rancho Cucamonga Market,PC11081,0.0,Sweet Serenity Chocolate Chip Cookies,0.0,6.0,0.0,6.0,6.0
Lincoln Hotel Monterey Park,PC10909,0.0,DayQuil,0.0,10.0,4.0,10.0,6.0
Long Beach Convention Center Promenade,AVR22950,0.0,Pepsi Zero Sugar 12oz,0.0,62.0,56.0,62.0,6.0
Ayres Suites Yorba Linda,AVR14634,0.0,Sour Patch Kids Watermelon,0.0,22.0,16.0,22.0,6.0
Hotel Dena,AVR26221,0.0,FR SLB Thai Beef Pinwheels 9oz,0.0,2.0,-4.0,2.0,6.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR18528,0.0,Fairlife 2% Reduced Fat Ultra-Filtered Milk 14oz,0.0,7.0,1.0,7.0,6.0
WorldMark San Diego Balboa Park,PC10900,2.0,Cliff Bar Peanut Butter,0.0,12.0,4.0,10.0,6.0
HIE - Rancho Cucamonga Market,PC10874,0.0,Blue Diamond Almonds Smokehouse,0.0,6.0,0.0,6.0,6.0
HIE - Rancho Cucamonga Market,PC10941,0.0,SnakClub Energizer Trail Mix Premium,0.0,6.0,0.0,6.0,6.0
WorldMark Palm Springs Plaza Resort & Spa,PC11157,6.0,Dasani 20oz,0.0,37.0,25.0,31.0,6.0
Holiday Inn Oceanside Camp Pendleton Area,AVR15434,0.0,Cereal Cinnamon Toast Crunch,0.0,11.0,5.0,11.0,6.0
Altura HOC 1st Floor Market,PC10733,0.0,Chobani Strawberry,0.0,6.0,0.0,6.0,6.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR14655,0.0,Dr Pepper Zero 20oz,0.0,7.0,1.0,7.0,6.0
Behr Cub Den Market,PC10765,0.0,String Cheese Frigo,0.0,6.0,0.0,6.0,6.0
Lincoln Hotel Monterey Park,PC11010,0.0,Nestle Crunch Dibs,0.0,21.0,15.0,21.0,6.0
Comfort Inn - Gaslamp Convention Center,PC11007,0.0,Nature Valley Granola Oat & Honey,0.0,12.0,6.0,12.0,6.0
HIE - Twentynine Palms Market,PC00885,15.0,Coke 20oz,0.0,46.0,25.0,31.0,6.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC21854,0.0,Fiji Water 16.9oz,0.0,6.0,0.0,6.0,6.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10899,0.0,Cliff Bar Chocolate Chip,0.0,10.0,4.0,10.0,6.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10988,0.0,Maruchan Ramen Bowl Soup Hot & Spicy,0.0,12.0,6.0,12.0,6.0
WorldMark - Oceanside Market,PC10882,2.0,Butterfinger,0.0,22.0,14.0,20.0,6.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10962,0.0,Jack Links Teriyaki Beef Jerky 70 Cal,0.0,16.0,10.0,16.0,6.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10894,0.0,Cheez-It,0.0,8.0,2.0,8.0,6.0
WorldMark San Diego Balboa Park,PC11008,0.0,Nature Valley Granola Peanut Butter,0.0,14.0,8.0,14.0,6.0
WorldMark Palm Springs Plaza Resort & Spa,PC16506,0.0,El Monterey Egg Sausage Cheese & Potato Burrito,0.0,12.0,6.0,12.0,6.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10889,0.0,Cheetos Crunchy,0.0,12.0,6.0,12.0,6.0
San Manuel Service Center,AVR26227,0.0,FR SLB Triangle Ham Wheat,0.0,6.0,0.0,6.0,6.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11004,0.0,Munchies Flamin Hot,0.0,12.0,6.0,12.0,6.0
Surestay Twentynine Palms Market,PC10793,1.0,Dr Pepper 20oz,0.0,29.0,22.0,28.0,6.0
WorldMark Palm Springs,PC10972,0.0,Knotts Strawberry Cookie,0.0,8.0,2.0,8.0,6.0
WorldMark San Diego Balboa Park,PC10990,0.0,Maruchan Lime Chili Chicken Cup Soup,0.0,9.0,3.0,9.0,6.0
Courtyard Chino Hills,AVR09658,0.0,Mountain Diet Dew 20oz,0.0,6.0,0.0,6.0,6.0
WorldMark Big Bear,PC10891,0.0,Cheetos Flamin Hot,0.0,10.0,4.0,10.0,6.0
WorldMark Big Bear,PC10805,0.0,Minute Maid Apple Juice 12oz,0.0,14.0,8.0,14.0,6.0
BLVD Hotel & Spa,PC10726,28.0,Smart Water 1L,0.0,156.0,122.0,128.0,6.0
BLVD Hotel & Spa,AVR23097,2.0,Twix Ice Cream Bar 3oz,0.0,28.0,20.0,26.0,6.0
WorldMark San Diego Balboa Park,AVR16059,0.0,Nature's Bakery Fig Bar Blueberry,0.0,7.0,1.0,7.0,6.0
Dolphin's Cove,AVR18758,0.0,Core Power High Protein Shake Chocolate 14oz,0.0,5.0,0.0,5.0,5.0
Courtyard Chino Hills,AVR00145,0.0,Lays Original 2.25oz,0.0,10.0,5.0,10.0,5.0
Queens Inn Anaheim,PC10989,0.0,Maruchan Chicken Cup Soup,0.0,6.0,1.0,6.0,5.0
Holiday Inn Oceanside Camp Pendleton Area,PC21854,1.0,Fiji Water 16.9oz,0.0,6.0,0.0,5.0,5.0
WorldMark Palm Springs,PC10892,0.0,Cheetos Flamin Hot Limon,0.0,7.0,2.0,7.0,5.0
Ayres Hotel Chino Hills,PC18962,5.0,Beer Bud Light 12oz,0.0,50.0,40.0,45.0,5.0
WorldMark San Diego Balboa Park,PC11015,0.0,Nongshim Spicy Shin Noodle Soup,0.0,5.0,0.0,5.0,5.0
WorldMark Palm Springs Plaza Resort & Spa,PC21853,0.0,Nestle Tollhouse Chocolate Chip Cookie Sandwich,0.0,21.0,16.0,21.0,5.0
Anaheim Desert Inn and Suites,PC11035,1.0,Kellogs Pop Tarts Strawberry,0.0,19.0,13.0,18.0,5.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10958,0.0,Hot Pocket Ham & Cheese,0.0,17.0,12.0,17.0,5.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10892,0.0,Cheetos Flamin Hot Limon,0.0,11.0,6.0,11.0,5.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10932,0.0,Doritos Nacho Cheese,0.0,11.0,6.0,11.0,5.0
SureStay by Best Western Ontario Airport,PC10997,1.0,Milk Shamrock Lowfat 7oz,0.0,8.0,2.0,7.0,5.0
E-Central Downtown Los Angeles Hotel,PC16506,1.0,El Monterey Egg Sausage Cheese & Potato Burrito,0.0,16.0,10.0,15.0,5.0
San Manuel Service Center,PC10751,0.0,FR SLB Triangle Club Wheat,0.0,5.0,0.0,5.0,5.0
SureStay by Best Western Ontario Airport,AVR16059,2.0,Nature's Bakery Fig Bar Blueberry,0.0,13.0,6.0,11.0,5.0
E-Central Downtown Los Angeles Hotel,PC10796,6.0,Fanta Orange 20oz,0.0,13.0,2.0,7.0,5.0
DoubleTree by Hilton Hotel Los Angeles - Rosemead,PC11088,2.0,Trident Spearmint,0.0,10.0,3.0,8.0,5.0
Comfort Inn - Gaslamp Convention Center,PC10882,0.0,Butterfinger,0.0,12.0,7.0,12.0,5.0
FFI - Moorpark Market,AVR17700,7.0,Gatorlyte Zero Strawberry Kiwi 20 oz,0.0,15.0,3.0,8.0,5.0
The Westin Long Beach,PC11016,1.0,Nongshim Spicy Shrimp Noodle Soup,-4.0,11.0,9.0,14.0,5.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11157,0.0,Dasani 20oz,0.0,40.0,35.0,40.0,5.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11016,0.0,Nongshim Spicy Shrimp Noodle Soup,0.0,12.0,7.0,12.0,5.0
WorldMark Big Bear,PC10889,2.0,Cheetos Crunchy,0.0,10.0,3.0,8.0,5.0
HIE - Rancho Cucamonga Market,PC21186,0.0,Digiorno Pepperoni Cheese Pizza,0.0,5.0,0.0,5.0,5.0
Ramada by Wyndham Barstow,PC10894,0.0,Cheez-It,0.0,8.0,3.0,8.0,5.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11020,0.0,NyQuil,0.0,10.0,5.0,10.0,5.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR16059,0.0,Nature's Bakery Fig Bar Blueberry,0.0,11.0,6.0,11.0,5.0
HIE - Rancho Cucamonga Market,PC10807,0.0,Minute Maid Orange Juice 12oz,0.0,5.0,0.0,5.0,5.0
HIE - Rancho Cucamonga Market,PC10884,0.0,Cereal Froot Loops,0.0,5.0,0.0,5.0,5.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10990,0.0,Maruchan Lime Chili Chicken Cup Soup,0.0,10.0,5.0,10.0,5.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10959,0.0,Hot Pocket Pepperoni Pizza,0.0,14.0,9.0,14.0,5.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR00156,0.0,Haagen Dazs Milk Chocolate Almond Ice Cream Bar,0.0,11.0,6.0,11.0,5.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10971,0.0,Kit Kat King,0.0,16.0,11.0,16.0,5.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10984,0.0,M&M Peanut,0.0,10.0,5.0,10.0,5.0
Anaheim Desert Inn and Suites,PC10730,0.0,Chobani Blueberry,0.0,5.0,0.0,5.0,5.0
Anaheim Desert Inn and Suites,PC11024,0.0,Otis Muffin Banana Nut,0.0,8.0,3.0,8.0,5.0
Holiday Inn Oceanside Camp Pendleton Area,PC11064,0.0,Snickers Ice Cream Bar,0.0,19.0,14.0,19.0,5.0
Inn at the Park,PC10790,0.0,Coke Zero 20oz,0.0,11.0,6.0,11.0,5.0
Inn at the Park,PC11045,0.0,Rice Krispies Treats Original 1.41oz,0.0,8.0,3.0,8.0,5.0
Hyatt House Los Angeles-LAX-Manhattan Beach,PC10900,0.0,Cliff Bar Peanut Butter,0.0,12.0,7.0,12.0,5.0
HIE - Rancho Cucamonga Market,PC10964,0.0,Kars Peanut Almond Cashew Mix,0.0,5.0,0.0,5.0,5.0
Ramada by Wyndham Hawthorne-LA Stadium,PC10850,0.0,Advil,0.0,12.0,7.0,12.0,5.0
Behr Garry Market,PC16475,1.0,Monster Mango 16oz,0.0,32.0,26.0,31.0,5.0
Baymont by Wyndham Monterey Park,PC21854,2.0,Fiji Water 16.9oz,0.0,13.0,6.0,11.0,5.0
WorldMark Big Bear,PC10936,0.0,Easy Mac Original Cups,0.0,5.0,0.0,5.0,5.0
Comfort Inn - Huntington Beach,PC10959,0.0,Hot Pocket Pepperoni Pizza,0.0,14.0,9.0,14.0,5.0
Executive Residency by Best Western Victorville,PC10931,0.0,Doritos Cool Ranch,0.0,11.0,6.0,11.0,5.0
HIE - Rancho Cucamonga Market,PC21854,0.0,Fiji Water 16.9oz,0.0,5.0,0.0,5.0,5.0
HIE - Rancho Cucamonga Market,PC10886,0.0,Cereal Honey Nut Cheerios,0.0,5.0,0.0,5.0,5.0
Crowne Plaza San Diego-Mission Valley,AVR19413,1.0,Wonderful Pistachios 100Cal Sweet Chili 1.25oz,0.0,11.0,5.0,10.0,5.0
Courtyard Chino Hills,PC10821,2.0,Pepsi 20oz,0.0,25.0,18.0,23.0,5.0
Courtyard Chino Hills,PC10726,6.0,Smart Water 1L,0.0,40.0,29.0,34.0,5.0
Holiday Inn Oceanside Camp Pendleton Area,PC10806,0.0,Minute Maid Lemonade 20oz,0.0,23.0,18.0,23.0,5.0
Holiday Inn Oceanside Camp Pendleton Area,PC00887,0.0,Sprite 20oz,0.0,23.0,18.0,23.0,5.0
Lincoln Hotel Monterey Park,PC10962,0.0,Jack Links Teriyaki Beef Jerky 70 Cal,0.0,10.0,5.0,10.0,5.0
Long Beach Convention Center Promenade,PC11043,0.0,Reeses PB Cup,0.0,14.0,9.0,14.0,5.0
Ramada Anaheim Convention Center,PC10825,10.0,Red Bull 8.4oz,0.0,15.0,0.0,5.0,5.0
Ramada National City Market,PC10971,4.0,Kit Kat King,0.0,10.0,1.0,6.0,5.0
Best Western Oceanside Inn,AVR00156,0.0,Haagen Dazs Milk Chocolate Almond Ice Cream Bar,0.0,16.0,11.0,16.0,5.0
Holiday Inn Express & Suites Barstow,PC21854,0.0,Fiji Water 16.9oz,0.0,21.0,16.0,21.0,5.0
Holiday Inn Express & Suites Barstow,PC11061,0.0,Skittles Fruit,0.0,12.0,7.0,12.0,5.0
Best Western Plus LAX Market,PC10851,0.0,Albanese Gummi Bears 12 Flavor - 3.5oz,0.0,6.0,1.0,6.0,5.0
Holiday Inn Express San Clemente,PC11042,0.0,Red Vines Original 4oz Peg,0.0,6.0,1.0,6.0,5.0
Best Western - Glendora Market,PC10932,0.0,Doritos Nacho Cheese,0.0,5.0,0.0,5.0,5.0
Holiday Inn Express Pasadena Market,PC10881,0.0,Bumble Bee Tuna Mayo & Crackers 3.5oz,0.0,11.0,6.0,11.0,5.0
Holiday Inn Express & Suites Ventura,PC11073,0.0,Stouffers Mac and Cheese,0.0,5.0,0.0,5.0,5.0
Comfort Inn - Huntington Beach,PC11064,1.0,Snickers Ice Cream Bar,0.0,27.0,21.0,26.0,5.0
SureStay by Best Western Ontario Airport,PC10925,0.0,Dolly Madison Chocolate Cupcakes,0.0,5.0,0.0,5.0,5.0
Holiday Inn Express & Suites San Dimas,AVR14655,0.0,Dr Pepper Zero 20oz,0.0,5.0,0.0,5.0,5.0
Best Western Oceanside Inn,PC11064,0.0,Snickers Ice Cream Bar,0.0,32.0,27.0,32.0,5.0
Best Western Norwalk Inn,PC10822,0.0,Powerade Fruit Punch 20oz,0.0,14.0,9.0,14.0,5.0
Travelodge Commerce Market,PC10989,0.0,Maruchan Chicken Cup Soup,0.0,5.0,0.0,5.0,5.0
Best Western Plus Meridian Market,AVR23097,7.0,Twix Ice Cream Bar 3oz,0.0,31.0,19.0,24.0,5.0
Best Western Oceanside Inn,PC10984,0.0,M&M Peanut,0.0,10.0,5.0,10.0,5.0
Holiday Inn Express & Suites Barstow,PC10825,0.0,Red Bull 8.4oz,0.0,8.0,3.0,8.0,5.0
Ramada National City Market,PC00889,2.0,Snickers,0.0,7.0,0.0,5.0,5.0
Ramada by Wyndham Barstow,PC10793,1.0,Dr Pepper 20oz,0.0,15.0,9.0,14.0,5.0
Motel 6 Anaheim Maingate Market,PC10881,0.0,Bumble Bee Tuna Mayo & Crackers 3.5oz,0.0,8.0,3.0,8.0,5.0
Motel 6 Anaheim Maingate Market,PC10808,10.0,Monster 16oz,0.0,21.0,6.0,11.0,5.0
MainStay Suites Moreno Valley,PC00889,0.0,Snickers,0.0,5.0,0.0,5.0,5.0
Ramada by Wyndham Barstow,PC10896,0.0,Claritin,0.0,11.0,6.0,11.0,5.0
Club Wyndham Harbour Lights,PC11043,2.0,Reeses PB Cup,0.0,8.0,1.0,6.0,5.0
Clarion Hotel Market,PC11016,5.0,Nongshim Spicy Shrimp Noodle Soup,0.0,24.0,14.0,19.0,5.0
Clarion Hotel Market,PC11011,2.0,Nongshim Hot and Spicy Noodle Soup,0.0,30.0,23.0,28.0,5.0
Best Western Plus LAX Market,AVR19517,0.0,Anker Power Port 32W Wall Charger,0.0,5.0,0.0,5.0,5.0
Holiday Inn Diamond Bar-Pomona,PC10962,0.0,Jack Links Teriyaki Beef Jerky 70 Cal,0.0,7.0,2.0,7.0,5.0
Best Western Plus Meridian Market,PC21854,0.0,Fiji Water 16.9oz,0.0,16.0,11.0,16.0,5.0
Best Western Plus LAX Market,PC11039,0.0,Pringles Sour Cream & Onion,0.0,6.0,1.0,6.0,5.0
HIE - Rancho Cucamonga Market,PC11074,0.0,Stouffers Lasagna with Meat Sauce,0.0,5.0,0.0,5.0,5.0
HIE - Rancho Cucamonga Market,PC21863,0.0,Tums Ultra Berry,0.0,5.0,0.0,5.0,5.0
Holiday Inn & Suites Anaheim,PC10988,0.0,Maruchan Ramen Bowl Soup Hot & Spicy,0.0,5.0,0.0,5.0,5.0
Best Western Plus Pavilions,PC11045,0.0,Rice Krispies Treats Original 1.41oz,0.0,5.0,0.0,5.0,5.0
Quality Inn & Suites Camarillo-Oxnard,AVR14655,1.0,Dr Pepper Zero 20oz,0.0,7.0,1.0,6.0,5.0
Long Beach Convention Center Promenade,PC10900,0.0,Cliff Bar Peanut Butter,0.0,22.0,17.0,22.0,5.0
Quality Inn & Suites Camarillo-Oxnard,PC10882,0.0,Butterfinger,0.0,12.0,7.0,12.0,5.0
Hyatt House Los Angeles-LAX-Manhattan Beach,AVR23097,2.0,Twix Ice Cream Bar 3oz,0.0,26.0,19.0,24.0,5.0
Holiday Inn Diamond Bar-Pomona,PC11016,2.0,Nongshim Spicy Shrimp Noodle Soup,0.0,12.0,5.0,10.0,5.0
Holiday Inn Diamond Bar-Pomona,PC11007,2.0,Nature Valley Granola Oat & Honey,0.0,8.0,1.0,6.0,5.0
Holiday Inn Oceanside Camp Pendleton Area,PC10907,5.0,Crest Tooth Paste and Brush,0.0,32.0,22.0,27.0,5.0
Ramada National City Market,PC10941,0.0,SnakClub Energizer Trail Mix Premium,0.0,5.0,0.0,5.0,5.0
Ramada National City Market,PC11068,0.0,Sour Patch Kids,0.0,8.0,3.0,8.0,5.0
Clarion Hotel Market,PC10825,10.0,Red Bull 8.4oz,0.0,36.0,21.0,26.0,5.0
HIE - Rancho Cucamonga Market,PC10851,0.0,Albanese Gummi Bears 12 Flavor - 3.5oz,0.0,5.0,0.0,5.0,5.0
HIE - Rancho Cucamonga Market,PC00889,0.0,Snickers,0.0,5.0,0.0,5.0,5.0
HIE - Rancho Cucamonga Market,PC10988,0.0,Maruchan Ramen Bowl Soup Hot & Spicy,0.0,5.0,0.0,5.0,5.0
HIE - Rancho Cucamonga Market,PC10989,0.0,Maruchan Chicken Cup Soup,0.0,5.0,0.0,5.0,5.0
Lincoln Hotel Monterey Park,PC10793,1.0,Dr Pepper 20oz,0.0,17.0,11.0,16.0,5.0
La Quinta Inn and Suites La Habra,PC11091,2.0,Twix Caramel,0.0,16.0,9.0,14.0,5.0
WorldMark Big Bear,PC00886,0.0,Coke Diet 20oz,0.0,11.0,6.0,11.0,5.0
Holiday Inn Express & Suites Hesperia Market,PC10806,2.0,Minute Maid Lemonade 20oz,0.0,31.0,24.0,29.0,5.0
Holiday Inn Express & Suites Barstow,PC19076,5.0,San Pellegrino Sparkling Mineral Water 16.9oz,0.0,19.0,9.0,14.0,5.0
Holiday Inn Express & Suites San Dimas,PC21237,4.0,Powerade Lemon Lime 20oz,0.0,18.0,9.0,14.0,5.0
Holiday Inn Express & Suites San Dimas,PC11004,1.0,Munchies Flamin Hot,0.0,6.0,0.0,5.0,5.0
Holiday Inn Express & Suites San Dimas,PC10889,1.0,Cheetos Crunchy,0.0,12.0,6.0,11.0,5.0
Ramada National City Market,PC10888,0.0,Chapstick,0.0,5.0,0.0,5.0,5.0
WorldMark San Diego Balboa Park,PC10892,0.0,Cheetos Flamin Hot Limon,0.0,10.0,5.0,10.0,5.0
Anaheim Desert Inn and Suites,PC16264,5.0,Dole Orange Juice,0.0,15.0,5.0,10.0,5.0
Ayres Hotel Manhattan Beach Hawthorne,PC10793,2.0,Dr Pepper 20oz,0.0,21.0,14.0,19.0,5.0
Comfort Inn - Gaslamp Convention Center,PC10894,0.0,Cheez-It,0.0,10.0,6.0,10.0,4.0
Motel 6 Anaheim Maingate Market,PC10880,0.0,Bumble Bee Chicken Salad & Crackers 3.5oz,0.0,8.0,4.0,8.0,4.0
Travelodge Commerce Market,PC10894,0.0,Cheez-It,0.0,6.0,2.0,6.0,4.0
Bobrick Market,PC11007,3.0,Nature Valley Granola Oat & Honey,0.0,12.0,5.0,9.0,4.0
Travelodge Commerce Market,PC10886,0.0,Cereal Honey Nut Cheerios,0.0,6.0,2.0,6.0,4.0
WorldMark Palm Springs Plaza Resort & Spa,AVR18528,0.0,Fairlife 2% Reduced Fat Ultra-Filtered Milk 14oz,0.0,10.0,6.0,10.0,4.0
Bobrick Market,PC10931,3.0,Doritos Cool Ranch,0.0,18.0,11.0,15.0,4.0
Holiday Inn Express & Suites Barstow,PC10808,4.0,Monster 16oz,0.0,12.0,4.0,8.0,4.0
Quality Inn & Suites Camarillo-Oxnard,AVR18528,0.0,Fairlife 2% Reduced Fat Ultra-Filtered Milk 14oz,0.0,8.0,4.0,8.0,4.0
Inn at the Park,AVR15436,0.0,Cereal Lucky Charms,0.0,7.0,3.0,7.0,4.0
HIE - Rancho Cucamonga Market,AVR19716,0.0,Anker USB-C to Lightning 6ft Cable,0.0,4.0,0.0,4.0,4.0
Days Inn & Suites Anaheim,PC11028,0.0,Pepto Bismol,0.0,9.0,5.0,9.0,4.0
Days Inn & Suites Anaheim,PC11063,0.0,Smartfood White Cheddar Popcorn,0.0,4.0,0.0,4.0,4.0
Crowne Plaza San Diego-Mission Valley,AVR27449,0.0,SS House Made Chicken Salad on Croissant Sandwich,0.0,4.0,0.0,4.0,4.0
Ramada National City Market,PC10972,0.0,Knotts Strawberry Cookie,0.0,4.0,0.0,4.0,4.0
Desert Palms Market,PC10990,0.0,Maruchan Lime Chili Chicken Cup Soup,0.0,17.0,13.0,17.0,4.0
Hyatt House Los Angeles-LAX-Manhattan Beach,AVR00601,4.0,Cheetos Crunchy 2.75oz,0.0,17.0,9.0,13.0,4.0
MainStay Suites Moreno Valley,PC10984,0.0,M&M Peanut,0.0,6.0,2.0,6.0,4.0
Homewood Suites by Hilton Carlsbad,PC11064,5.0,Snickers Ice Cream Bar,0.0,28.0,19.0,23.0,4.0
WorldMark Palm Springs,PC11026,0.0,Otis Muffin Wild Blueberry,0.0,4.0,0.0,4.0,4.0
Altura HOC 1st Floor Market,PC10805,0.0,Minute Maid Apple Juice 12oz,0.0,7.0,3.0,7.0,4.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11091,0.0,Twix Caramel,0.0,11.0,7.0,11.0,4.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR14634,0.0,Sour Patch Kids Watermelon,0.0,10.0,6.0,10.0,4.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10866,0.0,Benadryl,0.0,8.0,4.0,8.0,4.0
WorldMark Palm Springs Plaza Resort & Spa,PC21854,0.0,Fiji Water 16.9oz,0.0,16.0,12.0,16.0,4.0
Clarion Hotel Market,PC10874,0.0,Blue Diamond Almonds Smokehouse,0.0,11.0,7.0,11.0,4.0
Holiday Inn El Monte,PC16483,4.0,Life Saver Gummies 5 Flavor Peg 7oz,0.0,10.0,2.0,6.0,4.0
Dolphin's Cove,AVR16059,0.0,Nature's Bakery Fig Bar Blueberry,0.0,25.0,21.0,25.0,4.0
HIE - Rancho Cucamonga Market,PC11061,0.0,Skittles Fruit,0.0,4.0,0.0,4.0,4.0
HIE - Rancho Cucamonga Market,PC11043,0.0,Reeses PB Cup,0.0,4.0,0.0,4.0,4.0
HIE - Rancho Cucamonga Market,PC10870,0.0,Big Az Cheeseburger Charbroiled,0.0,4.0,0.0,4.0,4.0
Desert Palms Market,AVR20374,0.0,Disney Hat Adult RG Mickey Logo Grey Shimmer,0.0,6.0,2.0,6.0,4.0
Travelodge Commerce Market,PC11091,0.0,Twix Caramel,0.0,5.0,1.0,5.0,4.0
Courtyard Chino Hills,AVR25676,0.0,Nerds Gummy Clusters Rainbow 5oz,0.0,10.0,6.0,10.0,4.0
HIE - Rancho Cucamonga Market,PC10978,0.0,Lays Regular Classic,0.0,4.0,0.0,4.0,4.0
Holiday Inn Express & Suites Barstow,PC10958,2.0,Hot Pocket Ham & Cheese,0.0,11.0,5.0,9.0,4.0
Holiday Inn Express & Suites Barstow,PC10938,4.0,El Monterey Beef and Bean Burrito,0.0,7.0,-1.0,3.0,4.0
HIE - Rancho Cucamonga Market,PC10971,0.0,Kit Kat King,0.0,4.0,0.0,4.0,4.0
Best Western Plus Heritage Inn Rancho Cucamonga,PC11061,5.0,Skittles Fruit,0.0,21.0,12.0,16.0,4.0
