location,product_id,sales_units,product_name,adj_qty,start_qty,end_qty,expected_qty,shrinkage_qty
WorldMark - Oceanside Market,AVR25512,0.0,Peace Tea Georgia Peach 16oz,0.0,13.0,11.0,13.0,2.0
WorldMark - Oceanside Market,PC21186,0.0,Digiorno Pepperoni Cheese Pizza,0.0,11.0,9.0,11.0,2.0
WorldMark - Oceanside Market,AVR16059,0.0,Nature's Bakery Fig Bar Blueberry,0.0,23.0,21.0,23.0,2.0
Fairfield Inn/TownePlace Suites Barstow,PC11008,0.0,Nature Valley Granola Peanut Butter,0.0,8.0,6.0,8.0,2.0
Fairfield by Marriott Anaheim North-Buena Park,PC11073,0.0,Stouffers Mac and Cheese,0.0,5.0,3.0,5.0,2.0
Comfort Inn - Gaslamp Convention Center,PC11045,0.0,Rice Krispies Treats Original 1.41oz,0.0,8.0,6.0,8.0,2.0
Comfort Inn - Gaslamp Convention Center,PC11063,0.0,Smartfood White Cheddar Popcorn,0.0,12.0,10.0,12.0,2.0
Comfort Inn - Gaslamp Convention Center,PC21202,0.0,Starbucks Caramel Frappuccino RTD 9.5oz,0.0,7.0,5.0,7.0,2.0
Comfort Inn - Gaslamp Convention Center,PC11013,0.0,Nongshim Mild Chicken Noodle Soup,0.0,6.0,4.0,6.0,2.0
Comfort Inn - Gaslamp Convention Center,PC11101,0.0,Welchs Mixed Fruit Snack 2.25oz,0.0,10.0,8.0,10.0,2.0
Comfort Inn - Gaslamp Convention Center,AVR16059,0.0,Nature's Bakery Fig Bar Blueberry,0.0,10.0,8.0,10.0,2.0
Comfort Inn - Gaslamp Convention Center,PC10997,0.0,Milk Shamrock Lowfat 7oz,0.0,9.0,7.0,9.0,2.0
Comfort Inn - Gaslamp Convention Center,PC14016,0.0,Gatorade Zero Glacier Freeze 20oz,0.0,12.0,10.0,12.0,2.0
Comfort Inn - Gaslamp Convention Center,PC10876,0.0,Boulder Hickory BBQ Chips,0.0,14.0,12.0,14.0,2.0
First Service Residential HQ Market,PC10962,0.0,Jack Links Teriyaki Beef Jerky 70 Cal,0.0,8.0,6.0,8.0,2.0
First Service Residential Shared Services Market,PC10851,0.0,Albanese Gummi Bears 12 Flavor - 3.5oz,0.0,2.0,0.0,2.0,2.0
Comfort Inn - Encinitas Near Legoland,AVR25512,0.0,Peace Tea Georgia Peach 16oz,0.0,7.0,5.0,7.0,2.0
Vistar Fontana,PC10851,0.0,Albanese Gummi Bears 12 Flavor - 3.5oz,0.0,12.0,10.0,12.0,2.0
Hyatt House Los Angeles-LAX-Manhattan Beach,PC10851,2.0,Albanese Gummi Bears 12 Flavor - 3.5oz,0.0,6.0,2.0,4.0,2.0
Homewood Suites by Hilton Carlsbad,PC10941,6.0,SnakClub Energizer Trail Mix Premium,0.0,10.0,2.0,4.0,2.0
Homewood Suites by Hilton Carlsbad,PC11010,3.0,Nestle Crunch Dibs,0.0,24.0,19.0,21.0,2.0
Hotel Dena,AVR14634,4.0,Sour Patch Kids Watermelon,0.0,28.0,22.0,24.0,2.0
Hotel Dena,PC10897,2.0,Clear Eyes Solution 0.2oz,0.0,14.0,10.0,12.0,2.0
Quality Inn Placentia Anaheim Fullerton,PC10832,0.0,Starbucks Vanilla Frapuccino RTD 9.5oz,0.0,8.0,6.0,8.0,2.0
Quality Inn Placentia Anaheim Fullerton,PC00886,0.0,Coke Diet 20oz,0.0,14.0,12.0,14.0,2.0
Quality Inn Placentia Anaheim Fullerton,PC11073,0.0,Stouffers Mac and Cheese,0.0,6.0,4.0,6.0,2.0
Holiday Inn Express & Suites Barstow,PC10806,2.0,Minute Maid Lemonade 20oz,0.0,13.0,9.0,11.0,2.0
WorldMark Big Bear,PC11091,0.0,Twix Caramel,0.0,10.0,8.0,10.0,2.0
Baymont by Wyndham Monterey Park,PC16521,2.0,Maruchan Shrimp Cup Soup,0.0,10.0,6.0,8.0,2.0
Behr Main Den 1st Market,PC10937,1.0,El Monterey Bean and Cheese Burrito,0.0,15.0,12.0,14.0,2.0
Ayres Suites Mission Viejo - Lake Forest,PC10955,3.0,Hersheys Almond King,0.0,16.0,11.0,13.0,2.0
FFI - Moorpark Market,PC10980,0.0,Lean Cuisine Lasagna with Meat Sauce,0.0,5.0,3.0,5.0,2.0
Fairfield Inn Los Alamitos Market,PC11021,0.0,Old Spice Deodorant,0.0,3.0,1.0,3.0,2.0
Fairfield Inn/TownePlace Suites Barstow,PC10894,0.0,Cheez-It,0.0,20.0,18.0,20.0,2.0
Fairfield Inn/TownePlace Suites Barstow,PC10895,0.0,Chex Mix,0.0,10.0,8.0,10.0,2.0
Ramada National City Market,PC10989,0.0,Maruchan Chicken Cup Soup,0.0,6.0,4.0,6.0,2.0
Ramada National City Market,PC10876,0.0,Boulder Hickory BBQ Chips,0.0,3.0,1.0,3.0,2.0
Holiday Inn Oceanside Camp Pendleton Area,PC10850,4.0,Advil,0.0,18.0,12.0,14.0,2.0
Holiday Inn Oceanside Camp Pendleton Area,PC11010,2.0,Nestle Crunch Dibs,0.0,24.0,20.0,22.0,2.0
Comfort Inn - Moreno Valley,PC10886,0.0,Cereal Honey Nut Cheerios,0.0,2.0,0.0,2.0,2.0
Executive Residency by Best Western Victorville,PC11092,0.0,Tylenol Extra Strength,0.0,11.0,9.0,11.0,2.0
Executive Residency by Best Western Victorville,PC21863,0.0,Tums Ultra Berry,0.0,12.0,10.0,12.0,2.0
Executive Residency by Best Western Victorville,AVR17707,0.0,Trojan Ribbed Latex Condoms,0.0,2.0,0.0,2.0,2.0
Comfort Inn - Huntington Beach,PC11088,0.0,Trident Spearmint,0.0,5.0,3.0,5.0,2.0
Comfort Inn - Huntington Beach,PC10955,0.0,Hersheys Almond King,0.0,12.0,10.0,12.0,2.0
Comfort Inn - Moreno Valley,PC11015,0.0,Nongshim Spicy Shin Noodle Soup,0.0,6.0,4.0,6.0,2.0
FFI - Moorpark Market,PC10962,0.0,Jack Links Teriyaki Beef Jerky 70 Cal,0.0,6.0,4.0,6.0,2.0
WorldMark Big Bear,PC10850,0.0,Advil,0.0,8.0,6.0,8.0,2.0
WorldMark Big Bear,PC11068,0.0,Sour Patch Kids,0.0,11.0,9.0,11.0,2.0
Quality Inn & Suites Camarillo-Oxnard,PC10978,0.0,Lays Regular Classic,0.0,7.0,5.0,7.0,2.0
Homewood Suites by Hilton Carlsbad,PC10793,5.0,Dr Pepper 20oz,0.0,22.0,15.0,17.0,2.0
Holiday Inn Ontario Airport Market,PC10884,2.0,Cereal Froot Loops,0.0,6.0,2.0,4.0,2.0
Holiday Inn Express Port Hueneme,PC10889,6.0,Cheetos Crunchy,0.0,12.0,4.0,6.0,2.0
Holiday Inn Express Port Hueneme,PC10971,2.0,Kit Kat King,0.0,11.0,7.0,9.0,2.0
Queens Inn Anaheim,PC10931,0.0,Doritos Cool Ranch,0.0,5.0,3.0,5.0,2.0
Queens Inn Anaheim,PC10984,0.0,M&M Peanut,0.0,11.0,9.0,11.0,2.0
Embassy Suites by Hilton Palm Desert,PC10807,0.0,Minute Maid Orange Juice 12oz,0.0,8.0,6.0,8.0,2.0
Embassy Suites by Hilton Palm Desert,AVR18526,0.0,Fairlife Chocolate Milk 14oz,0.0,9.0,7.0,9.0,2.0
Embassy Suites by Hilton Palm Desert,AVR15436,0.0,Cereal Lucky Charms,0.0,12.0,10.0,12.0,2.0
Embassy Suites by Hilton Palm Desert,PC10732,0.0,Chobani Peach,0.0,2.0,0.0,2.0,2.0
Embassy Suites by Hilton Palm Desert,PC10990,0.0,Maruchan Lime Chili Chicken Cup Soup,0.0,10.0,8.0,10.0,2.0
Embassy Suites by Hilton Palm Desert,PC11021,0.0,Old Spice Deodorant,0.0,8.0,6.0,8.0,2.0
Comfort Inn - Moreno Valley,PC10965,0.0,Kars Roasted Salted Peanut,0.0,7.0,5.0,7.0,2.0
Comfort Inn - Moreno Valley,PC11038,0.0,Pringles Original,0.0,6.0,4.0,6.0,2.0
Comfort Inn - Moreno Valley,AVR18805,0.0,Tampax Regular,0.0,5.0,3.0,5.0,2.0
Comfort Inn - Moreno Valley,AVR16128,0.0,Secret Outlast Deodorant,0.0,5.0,3.0,5.0,2.0
Comfort Inn - Moreno Valley,PC10866,0.0,Benadryl,0.0,6.0,4.0,6.0,2.0
Queens Inn Anaheim,PC11045,0.0,Rice Krispies Treats Original 1.41oz,0.0,6.0,4.0,6.0,2.0
Holiday Inn Express & Suites Ventura,PC11045,2.0,Rice Krispies Treats Original 1.41oz,0.0,7.0,3.0,5.0,2.0
Holiday Inn Express - Lake Forest Market,PC10907,1.0,Crest Tooth Paste and Brush,0.0,6.0,3.0,5.0,2.0
Holiday Inn Express Pasadena Market,PC00889,4.0,Snickers,0.0,8.0,2.0,4.0,2.0
Queens Inn Anaheim,PC11035,0.0,Kellogs Pop Tarts Strawberry,0.0,9.0,7.0,9.0,2.0
Ramada Anaheim Convention Center,PC10892,0.0,Cheetos Flamin Hot Limon,0.0,5.0,3.0,5.0,2.0
WorldMark Big Bear,PC10827,0.0,Red Bull Sugar Free 8.4oz,0.0,14.0,12.0,14.0,2.0
WorldMark Big Bear,PC10978,0.0,Lays Regular Classic,0.0,5.0,3.0,5.0,2.0
WorldMark Big Bear,PC10932,0.0,Doritos Nacho Cheese,0.0,4.0,2.0,4.0,2.0
Embassy Suites by Hilton Anaheim North,AVR20400,0.0,Disney Key Chain RG Disney Logo w/ Character Colors,0.0,22.0,20.0,22.0,2.0
Embassy Suites by Hilton Anaheim North,AVR20386,0.0,"Disney Plush Small 11"" RG Mickey",0.0,4.0,2.0,4.0,2.0
Embassy Suites by Hilton Anaheim North,AVR20383,0.0,"Disney Plush Medium 15"" RG Red Minnie",0.0,2.0,0.0,2.0,2.0
Embassy Suites by Hilton Anaheim North,PC11005,0.0,Nail Clippers,0.0,12.0,10.0,12.0,2.0
Comfort Suites - San Clemente,PC10931,0.0,Doritos Cool Ranch,0.0,5.0,3.0,5.0,2.0
Comfort Suites - San Clemente,AVR16059,0.0,Nature's Bakery Fig Bar Blueberry,0.0,6.0,4.0,6.0,2.0
Holiday Inn Oceanside Camp Pendleton Area,PC11042,2.0,Red Vines Original 4oz Peg,0.0,4.0,0.0,2.0,2.0
Desert Palms Market,AVR20384,0.0,"Disney Plush Medium 15"" RG Stitch",0.0,3.0,1.0,3.0,2.0
Desert Palms Market,AVR20385,0.0,"Disney Plush Small 11"" RG Red Minnie",0.0,3.0,1.0,3.0,2.0
Desert Palms Market,AVR19413,0.0,Wonderful Pistachios 100Cal Sweet Chili 1.25oz,0.0,22.0,20.0,22.0,2.0
Desert Palms Market,PC10994,0.0,Midol,0.0,10.0,8.0,10.0,2.0
Dolphin's Cove,PC11013,0.0,Nongshim Mild Chicken Noodle Soup,0.0,9.0,7.0,9.0,2.0
Dolphin's Cove,PC11061,0.0,Skittles Fruit,0.0,24.0,22.0,24.0,2.0
Courtyard Chino Hills,AVR19999,0.0,Pepsi Zero Sugar 20oz,0.0,16.0,14.0,16.0,2.0
DoubleTree by Hilton Hotel Los Angeles - Rosemead,PC11087,0.0,Tresemme Non Aerosol Hairspray,0.0,8.0,6.0,8.0,2.0
DoubleTree by Hilton Hotel Los Angeles - Rosemead,AVR17709,0.0,Haagen Dazs Chocolate Ice Cream 14oz,0.0,15.0,13.0,15.0,2.0
DoubleTree by Hilton Hotel Los Angeles - Rosemead,PC16533,0.0,Ares Liquid Detergent HE,0.0,16.0,14.0,16.0,2.0
DoubleTree by Hilton Pomona,PC11016,0.0,Nongshim Spicy Shrimp Noodle Soup,0.0,12.0,10.0,12.0,2.0
DoubleTree by Hilton Pomona,PC16475,0.0,Monster Mango 16oz,0.0,8.0,6.0,8.0,2.0
E-Central Downtown Los Angeles Hotel,AVR18857,0.0,Dramamine Motion Sickness Chewable,0.0,8.0,6.0,8.0,2.0
WorldMark Big Bear,PC10807,0.0,Minute Maid Orange Juice 12oz,0.0,15.0,13.0,15.0,2.0
WorldMark Big Bear,PC11039,0.0,Pringles Sour Cream & Onion,0.0,4.0,2.0,4.0,2.0
Queens Inn Anaheim,PC10886,0.0,Cereal Honey Nut Cheerios,0.0,7.0,5.0,7.0,2.0
Desert Palms Market,PC11015,0.0,Nongshim Spicy Shin Noodle Soup,0.0,10.0,8.0,10.0,2.0
WorldMark Palm Springs,PC11038,0.0,Pringles Original,0.0,5.0,3.0,5.0,2.0
WorldMark Palm Springs,AVR15434,0.0,Cereal Cinnamon Toast Crunch,0.0,5.0,3.0,5.0,2.0
WorldMark Palm Springs,PC10946,0.0,Grandmas Chocolate Chip Cookie,0.0,8.0,6.0,8.0,2.0
Altura HOC 1st Floor Market,PC10972,2.0,Knotts Strawberry Cookie,0.0,5.0,1.0,3.0,2.0
WorldMark Palm Springs Plaza Resort & Spa,PC10852,0.0,Alka Seltzer,0.0,12.0,10.0,12.0,2.0
WorldMark San Diego Balboa Park,AVR14634,0.0,Sour Patch Kids Watermelon,0.0,12.0,10.0,12.0,2.0
Courtyard Chino Hills,PC10812,0.0,Mountain Dew 20oz,0.0,5.0,3.0,5.0,2.0
Courtyard Chino Hills,PC21186,0.0,Digiorno Pepperoni Cheese Pizza,0.0,8.0,6.0,8.0,2.0
Holiday Inn Express & Suites Barstow,PC11035,2.0,Kellogs Pop Tarts Strawberry,0.0,8.0,4.0,6.0,2.0
Holiday Inn Express & Suites Barstow,PC11043,1.0,Reeses PB Cup,0.0,12.0,9.0,11.0,2.0
Holiday Inn Express & Suites Barstow,PC10793,5.0,Dr Pepper 20oz,0.0,17.0,10.0,12.0,2.0
Holiday Inn Express & Suites Hesperia Market,PC10931,2.0,Doritos Cool Ranch,0.0,16.0,12.0,14.0,2.0
Altura HOC 2nd Floor Market,PC14007,2.0,Coke Zero 12oz,0.0,6.0,2.0,4.0,2.0
WorldMark San Diego Balboa Park,PC11045,0.0,Rice Krispies Treats Original 1.41oz,0.0,8.0,6.0,8.0,2.0
Ramada Anaheim Convention Center,AVR20393,0.0,Disney Key Chain RG Get Stitch,0.0,11.0,9.0,11.0,2.0
Ayres Hotel Anaheim,PC10909,0.0,DayQuil,0.0,11.0,9.0,11.0,2.0
Ayres Hotel Fountain Valley,PC11028,0.0,Pepto Bismol,0.0,13.0,11.0,13.0,2.0
Kings Inn Anaheim Market,PC21186,0.0,Digiorno Pepperoni Cheese Pizza,0.0,12.0,10.0,12.0,2.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10907,0.0,Crest Tooth Paste and Brush,0.0,16.0,14.0,16.0,2.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10897,0.0,Clear Eyes Solution 0.2oz,0.0,5.0,3.0,5.0,2.0
Anaheim Desert Inn and Suites,AVR16058,0.0,Nature's Bakery Fig Bar Strawberry,0.0,11.0,9.0,11.0,2.0
Anaheim Desert Inn and Suites,PC10888,0.0,Chapstick,0.0,10.0,8.0,10.0,2.0
SpringHill Suites By Marriott Redlands,PC10944,0.0,Gillette Shaving Cream,0.0,6.0,4.0,6.0,2.0
SpringHill Suites By Marriott Redlands,PC11021,0.0,Old Spice Deodorant,0.0,6.0,4.0,6.0,2.0
Staybridge Suites Oxnard River Ridge,AVR18857,0.0,Dramamine Motion Sickness Chewable,0.0,6.0,4.0,6.0,2.0
Ayres Hotel Manhattan Beach Hawthorne,AVR23097,3.0,Twix Ice Cream Bar 3oz,0.0,30.0,25.0,27.0,2.0
Ayres Hotel Manhattan Beach Hawthorne,PC11068,1.0,Sour Patch Kids,0.0,12.0,9.0,11.0,2.0
Ayres Hotel and Spa Mission Viejo,AVR24555,16.0,Beer Bud Light Aluminum Can 16oz,0.0,20.0,2.0,4.0,2.0
Del Sol Inn Anaheim,PC11068,0.0,Sour Patch Kids,0.0,12.0,10.0,12.0,2.0
Del Sol Inn Anaheim,AVR25513,0.0,Peace Tea Razzleberry 16oz,0.0,14.0,12.0,14.0,2.0
Del Sol Inn Anaheim,PC11013,0.0,Nongshim Mild Chicken Noodle Soup,0.0,6.0,4.0,6.0,2.0
WorldMark San Diego Balboa Park,PC11004,0.0,Munchies Flamin Hot,0.0,6.0,5.0,6.0,1.0
Anaheim Desert Inn and Suites,AVR20385,2.0,"Disney Plush Small 11"" RG Red Minnie",0.0,4.0,1.0,2.0,1.0
Anaheim Desert Inn and Suites,PC10761,4.0,Lunchables Ham & Cheddar,0.0,8.0,3.0,4.0,1.0
Ayres Hotel Chino Hills,PC10896,2.0,Claritin,0.0,10.0,7.0,8.0,1.0
Ayres Hotel Chino Hills,AVR24662,6.0,Wine Allegretto Cello Cabernet Sauvignon 2020,0.0,5.0,-2.0,-1.0,1.0
Ayres Hotel Anaheim,AVR26023,62.0,Troop Rum Mojito 200ml,0.0,45.0,-18.0,-17.0,1.0
Anaheim Desert Inn and Suites,PC11073,4.0,Stouffers Mac and Cheese,0.0,5.0,0.0,1.0,1.0
Anaheim Desert Inn and Suites,PC11064,2.0,Snickers Ice Cream Bar,0.0,31.0,28.0,29.0,1.0
Ayres Suites Mission Viejo - Lake Forest,AVR14634,2.0,Sour Patch Kids Watermelon,0.0,12.0,9.0,10.0,1.0
Ayres Hotel Seal Beach,PC11062,1.0,Skittles Sour,0.0,12.0,10.0,11.0,1.0
Ayres Hotel Seal Beach,PC10874,1.0,Blue Diamond Almonds Smokehouse,0.0,10.0,8.0,9.0,1.0
Ayres Hotel Manhattan Beach Hawthorne,PC11064,3.0,Snickers Ice Cream Bar,0.0,31.0,27.0,28.0,1.0
Ayres Hotel Manhattan Beach Hawthorne,PC11011,1.0,Nongshim Hot and Spicy Noodle Soup,0.0,11.0,9.0,10.0,1.0
Ayres Hotel Manhattan Beach Hawthorne,PC10986,1.0,M&M Plain,0.0,15.0,13.0,14.0,1.0
Ayres Hotel Manhattan Beach Hawthorne,PC10909,2.0,DayQuil,0.0,12.0,9.0,10.0,1.0
Ayres Hotel Manhattan Beach Hawthorne,AVR19409,3.0,Boom Chicka Popcorn Sweet & Salty 1oz,0.0,6.0,2.0,3.0,1.0
WorldMark Palm Springs,PC11007,0.0,Nature Valley Granola Oat & Honey,0.0,6.0,5.0,6.0,1.0
WorldMark Palm Springs,PC10939,0.0,El Monterey Jalapeno Egg Cheese Burrito,0.0,12.0,11.0,12.0,1.0
WorldMark Palm Springs,PC16501,0.0,Amys Enchilada Cheese,0.0,10.0,9.0,10.0,1.0
Del Sol Inn Anaheim,AVR21355,0.0,"Disney Plush Small 11"" Donald",0.0,5.0,4.0,5.0,1.0
Del Sol Inn Anaheim,AVR17709,0.0,Haagen Dazs Chocolate Ice Cream 14oz,0.0,16.0,15.0,16.0,1.0
Del Sol Inn Anaheim,PC10875,0.0,Blue Diamond Almonds Whole Natural,0.0,8.0,7.0,8.0,1.0
Del Sol Inn Anaheim,PC14014,0.0,Digiorno Four Cheese Pizza,0.0,11.0,10.0,11.0,1.0
Del Sol Inn Anaheim,AVR19515,0.0,Anker USB-C to USB-C 10ft Cable,0.0,4.0,3.0,4.0,1.0
Del Sol Inn Anaheim,PC10962,0.0,Jack Links Teriyaki Beef Jerky 70 Cal,0.0,12.0,11.0,12.0,1.0
Days Inn & Suites Anaheim,PC16535,0.0,Bounce Fabric Softner,0.0,19.0,18.0,19.0,1.0
Days Inn & Suites Anaheim,PC14364,0.0,Cheez-It White Cheddar 1.5oz,0.0,9.0,8.0,9.0,1.0
Days Inn & Suites Anaheim,AVR14634,0.0,Sour Patch Kids Watermelon,0.0,10.0,9.0,10.0,1.0
Days Inn & Suites Anaheim,PC16533,0.0,Ares Liquid Detergent HE,0.0,19.0,18.0,19.0,1.0
Days Inn & Suites Anaheim,AVR16059,0.0,Nature's Bakery Fig Bar Blueberry,0.0,5.0,4.0,5.0,1.0
Crowne Plaza San Pedro,AVR20420,0.0,CA Mug Two Tone Blue,0.0,11.0,10.0,11.0,1.0
Crowne Plaza San Pedro,AVR22118,0.0,Rxbar Protein Honey Cinnamon Peanut Butter,0.0,11.0,10.0,11.0,1.0
Crowne Plaza San Pedro,AVR20024,0.0,Burt's Bees Cucumber & Mint Facial Towelettes,0.0,7.0,6.0,7.0,1.0
Crowne Plaza San Pedro,AVR20365,0.0,Disney Aluminum Water Bottle RG Pop Mick Heads Silver,0.0,6.0,5.0,6.0,1.0
Crowne Plaza San Pedro,AVR20384,0.0,"Disney Plush Medium 15"" RG Stitch",0.0,3.0,2.0,3.0,1.0
Courtyard Chino Hills,PC10943,0.0,Razor,0.0,11.0,10.0,11.0,1.0
Courtyard Chino Hills,PC11021,0.0,Old Spice Deodorant,0.0,8.0,7.0,8.0,1.0
Courtyard Chino Hills,PC11028,0.0,Pepto Bismol,0.0,11.0,10.0,11.0,1.0
Crowne Plaza Costa Mesa Orange County,PC10944,0.0,Gillette Shaving Cream,0.0,7.0,6.0,7.0,1.0
Crowne Plaza Costa Mesa Orange County,AVR20416,0.0,CA Thermal Tumbler Rose Gold,0.0,0.0,-1.0,0.0,1.0
Crowne Plaza Costa Mesa Orange County,PC10988,0.0,Maruchan Ramen Bowl Soup Hot & Spicy,0.0,6.0,5.0,6.0,1.0
Crowne Plaza Costa Mesa Orange County,AVR19517,0.0,Anker Power Port 32W Wall Charger,0.0,4.0,3.0,4.0,1.0
Courtyard Chino Hills,AVR17709,0.0,Haagen Dazs Chocolate Ice Cream 14oz,0.0,11.0,10.0,11.0,1.0
Courtyard Chino Hills,AVR00601,0.0,Cheetos Crunchy 2.75oz,0.0,13.0,12.0,13.0,1.0
Courtyard Chino Hills,PC10827,0.0,Red Bull Sugar Free 8.4oz,0.0,8.0,7.0,8.0,1.0
Courtyard Chino Hills,PC11092,0.0,Tylenol Extra Strength,0.0,12.0,11.0,12.0,1.0
Courtyard Chino Hills,AVR16128,0.0,Secret Outlast Deodorant,0.0,8.0,7.0,8.0,1.0
Courtyard Chino Hills,PC11013,0.0,Nongshim Mild Chicken Noodle Soup,0.0,4.0,3.0,4.0,1.0
Del Sol Inn Anaheim,AVR20402,0.0,Disney Mug RG Stitch Blue,0.0,3.0,2.0,3.0,1.0
Del Sol Inn Anaheim,PC10852,0.0,Alka Seltzer,0.0,12.0,11.0,12.0,1.0
Del Sol Inn Anaheim,AVR20409,0.0,Disney Fannypack RG Mickey Pack Black,0.0,10.0,9.0,10.0,1.0
Dolphin's Cove,PC11015,0.0,Nongshim Spicy Shin Noodle Soup,0.0,9.0,8.0,9.0,1.0
Dolphin's Cove,PC21863,0.0,Tums Ultra Berry,0.0,10.0,9.0,10.0,1.0
Desert Palms Market,AVR17707,0.0,Trojan Ribbed Latex Condoms,0.0,8.0,7.0,8.0,1.0
Desert Palms Market,AVR17394,0.0,Dentek Flossers,0.0,9.0,8.0,9.0,1.0
Desert Palms Market,PC10905,0.0,Convale Tweezers Carded,0.0,20.0,19.0,20.0,1.0
Desert Palms Market,PC10885,0.0,Cereal Frosted Flakes,0.0,14.0,13.0,14.0,1.0
Desert Palms Market,AVR20367,0.0,Disney Aluminum Water Bottle RG Rubiks White,0.0,10.0,9.0,10.0,1.0
Desert Palms Market,AVR20368,0.0,Disney Aluminum Water Bottle RG Sunset Mickey and Minnie,0.0,11.0,10.0,11.0,1.0
Desert Palms Market,PC16529,0.0,Jack Links Peppered Beef Jerky 80 cal.,0.0,23.0,22.0,23.0,1.0
Desert Palms Market,PC10895,0.0,Chex Mix,0.0,17.0,16.0,17.0,1.0
Desert Palms Market,AVR16059,0.0,Nature's Bakery Fig Bar Blueberry,0.0,9.0,8.0,9.0,1.0
Desert Palms Market,PC10899,0.0,Cliff Bar Chocolate Chip,0.0,10.0,9.0,10.0,1.0
Desert Palms Market,AVR21353,0.0,Disney Mug RG Donald Blue,0.0,4.0,3.0,4.0,1.0
Courtyard Chino Hills,AVR27451,0.0,Muscle Milk Chocolate 14oz,0.0,8.0,7.0,8.0,1.0
Courtyard Chino Hills,PC10894,0.0,Cheez-It,0.0,10.0,9.0,10.0,1.0
Courtyard Chino Hills,AVR27766,0.0,Tates Bake Shop Cookie 3.5oz,0.0,4.0,3.0,4.0,1.0
Courtyard Chino Hills,PC16533,0.0,Ares Liquid Detergent HE,0.0,11.0,10.0,11.0,1.0
Courtyard Chino Hills,PC19076,0.0,San Pellegrino Sparkling Mineral Water 16.9oz,0.0,16.0,15.0,16.0,1.0
Courtyard Chino Hills,PC11010,0.0,Nestle Crunch Dibs,0.0,10.0,9.0,10.0,1.0
Comfort Suites Oceanside Camp Pendleton,PC10962,0.0,Jack Links Teriyaki Beef Jerky 70 Cal,0.0,12.0,11.0,12.0,1.0
Comfort Suites Oceanside Camp Pendleton,PC10990,0.0,Maruchan Lime Chili Chicken Cup Soup,0.0,8.0,7.0,8.0,1.0
Comfort Suites Oceanside Camp Pendleton,PC10991,0.0,Maruchan Lime Chili Shrimp Cup Soup,0.0,7.0,6.0,7.0,1.0
Comfort Suites Oceanside Camp Pendleton,PC10899,0.0,Cliff Bar Chocolate Chip,0.0,10.0,9.0,10.0,1.0
Comfort Suites Oceanside Camp Pendleton,PC10825,0.0,Red Bull 8.4oz,0.0,16.0,15.0,16.0,1.0
Comfort Suites Oceanside Camp Pendleton,PC10852,0.0,Alka Seltzer,0.0,11.0,10.0,11.0,1.0
Comfort Suites Oceanside Camp Pendleton,PC10874,0.0,Blue Diamond Almonds Smokehouse,0.0,12.0,11.0,12.0,1.0
Comfort Suites Oceanside Camp Pendleton,PC11045,0.0,Rice Krispies Treats Original 1.41oz,0.0,9.0,8.0,9.0,1.0
Dolphin's Cove,AVR25512,0.0,Peace Tea Georgia Peach 16oz,0.0,12.0,11.0,12.0,1.0
Dolphin's Cove,PC10832,0.0,Starbucks Vanilla Frapuccino RTD 9.5oz,0.0,7.0,6.0,7.0,1.0
Dolphin's Cove,AVR19716,0.0,Anker USB-C to Lightning 6ft Cable,0.0,4.0,3.0,4.0,1.0
Dolphin's Cove,AVR19517,0.0,Anker Power Port 32W Wall Charger,0.0,2.0,1.0,2.0,1.0
Dolphin's Cove,PC10866,0.0,Benadryl,0.0,12.0,11.0,12.0,1.0
Embassy Suites by Hilton Anaheim North,AVR15123,0.0,Bare Baked Crunchy Cinnamon Apple Chips,0.0,5.0,4.0,5.0,1.0
Embassy Suites by Hilton Anaheim North,AVR20381,0.0,"Disney Plush Medium 15"" RG Donald",0.0,4.0,3.0,4.0,1.0
Embassy Suites by Hilton Anaheim North,AVR20382,0.0,"Disney Plush Medium 15"" RG Mickey",0.0,5.0,4.0,5.0,1.0
Embassy Suites by Hilton Anaheim North,AVR20399,0.0,Disney Key Chain RG Disney Gang,0.0,17.0,16.0,17.0,1.0
E-Central Downtown Los Angeles Hotel,AVR19515,0.0,Anker USB-C to USB-C 10ft Cable,0.0,3.0,2.0,3.0,1.0
E-Central Downtown Los Angeles Hotel,AVR25510,0.0,Sucker Punch Classic Dill Pickle Chip 3.4oz,0.0,7.0,6.0,7.0,1.0
E-Central Downtown Los Angeles Hotel,PC16501,0.0,Amys Enchilada Cheese,0.0,5.0,4.0,5.0,1.0
E-Central Downtown Los Angeles Hotel,PC11074,0.0,Stouffers Lasagna with Meat Sauce,0.0,5.0,4.0,5.0,1.0
E-Central Downtown Los Angeles Hotel,PC11051,0.0,Sahale Honey Almonds,0.0,7.0,6.0,7.0,1.0
E-Central Downtown Los Angeles Hotel,PC10944,0.0,Gillette Shaving Cream,0.0,12.0,11.0,12.0,1.0
DoubleTree by Hilton Pomona,PC21863,0.0,Tums Ultra Berry,0.0,6.0,5.0,6.0,1.0
DoubleTree by Hilton Hotel Los Angeles - Rosemead,PC14363,0.0,Belvita Biscuit Blueberry,0.0,8.0,7.0,8.0,1.0
DoubleTree by Hilton Hotel Los Angeles - Rosemead,AVR19515,0.0,Anker USB-C to USB-C 10ft Cable,0.0,2.0,1.0,2.0,1.0
